"No.","Time","Source","Destination","Source Port","Destination Port","Protocol","Length","Stream index","Info"
"56046","261.321376","163.117.139.71","104.18.26.90","51778","443","TCP","54","262","51778  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"56058","261.342467","163.117.139.71","104.18.26.90","51778","443","TLSv1.3","571","262","Client Hello (SNI=api.deepseek.com)"
"56059","261.362529","104.18.26.90","163.117.139.71","443","51778","TCP","60","262","443  >  51778 [ACK] Seq=1 Ack=518 Win=131072 Len=0"
"56060","261.365530","104.18.26.90","163.117.139.71","443","51778","TLSv1.3","1514","262","Server Hello, Change Cipher Spec"
"56061","261.365650","104.18.26.90","163.117.139.71","443","51778","TLSv1.3","1429","262","Application Data"
"56062","261.365692","163.117.139.71","104.18.26.90","51778","443","TCP","54","262","51778  >  443 [ACK] Seq=518 Ack=2836 Win=65280 Len=0"
"56065","261.371122","163.117.139.71","104.18.26.90","51778","443","TLSv1.3","134","262","Change Cipher Spec, Application Data"
"56066","261.371588","163.117.139.71","104.18.26.90","51778","443","TLSv1.3","822","262","Application Data"
"56067","261.371687","163.117.139.71","104.18.26.90","51778","443","TLSv1.3","341","262","Application Data"
"56068","261.391562","104.18.26.90","163.117.139.71","443","51778","TCP","60","262","443  >  51778 [ACK] Seq=2836 Ack=1653 Win=131072 Len=0"
"56081","261.669854","104.18.26.90","163.117.139.71","443","51778","TLSv1.3","1106","262","Application Data, Application Data"
"56095","261.714925","163.117.139.71","104.18.26.90","51778","443","TCP","54","262","51778  >  443 [ACK] Seq=1653 Ack=3888 Win=64256 Len=0"
"58155","278.875032","104.18.26.90","163.117.139.71","443","51778","TLSv1.3","1012","262","Application Data"
"58158","278.882680","104.18.26.90","163.117.139.71","443","51778","TLSv1.3","91","262","Application Data"
"58159","278.882680","104.18.26.90","163.117.139.71","443","51778","TLSv1.3","81","262","Application Data"
"58160","278.882774","163.117.139.71","104.18.26.90","51778","443","TCP","54","262","51778  >  443 [ACK] Seq=1653 Ack=4910 Win=65280 Len=0"
"59379","288.902121","163.117.139.71","104.18.26.90","51778","443","TCP","54","262","51778  >  443 [FIN, ACK] Seq=1653 Ack=4910 Win=65280 Len=0"
"59380","288.902968","163.117.139.71","104.18.26.90","51794","443","TCP","66","287","51794  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"59382","288.922297","104.18.26.90","163.117.139.71","443","51778","TCP","60","262","443  >  51778 [FIN, ACK] Seq=4910 Ack=1654 Win=131072 Len=0"
"59383","288.922377","163.117.139.71","104.18.26.90","51778","443","TCP","54","262","51778  >  443 [ACK] Seq=1654 Ack=4911 Win=65280 Len=0"
"59384","288.922693","104.18.26.90","163.117.139.71","443","51794","TCP","66","287","443  >  51794 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"59385","288.922821","163.117.139.71","104.18.26.90","51794","443","TCP","54","287","51794  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"59386","288.923542","163.117.139.71","104.18.26.90","51794","443","TLSv1.3","571","287","Client Hello (SNI=api.deepseek.com)"
"59388","288.950661","104.18.26.90","163.117.139.71","443","51794","TCP","60","287","443  >  51794 [ACK] Seq=1 Ack=518 Win=131072 Len=0"
"59389","288.950661","104.18.26.90","163.117.139.71","443","51794","TLSv1.3","1514","287","Server Hello, Change Cipher Spec"
"59390","288.950661","104.18.26.90","163.117.139.71","443","51794","TLSv1.3","1430","287","Application Data"
"59391","288.950776","163.117.139.71","104.18.26.90","51794","443","TCP","54","287","51794  >  443 [ACK] Seq=518 Ack=2837 Win=65280 Len=0"
"59392","288.955543","163.117.139.71","104.18.26.90","51794","443","TLSv1.3","134","287","Change Cipher Spec, Application Data"
"59393","288.956002","163.117.139.71","104.18.26.90","51794","443","TLSv1.3","822","287","Application Data"
"59394","288.956093","163.117.139.71","104.18.26.90","51794","443","TLSv1.3","691","287","Application Data"
"59398","288.975665","104.18.26.90","163.117.139.71","443","51794","TCP","60","287","443  >  51794 [ACK] Seq=2837 Ack=1366 Win=131072 Len=0"
"59399","289.015980","104.18.26.90","163.117.139.71","443","51794","TCP","60","287","443  >  51794 [ACK] Seq=2837 Ack=2003 Win=131072 Len=0"
"59414","289.281634","104.18.26.90","163.117.139.71","443","51794","TLSv1.3","1106","287","Application Data, Application Data"
"59418","289.333114","163.117.139.71","104.18.26.90","51794","443","TCP","54","287","51794  >  443 [ACK] Seq=2003 Ack=3889 Win=64256 Len=0"
"60174","308.034550","104.18.26.90","163.117.139.71","443","51794","TLSv1.3","1130","287","Application Data"
"60175","308.035741","104.18.26.90","163.117.139.71","443","51794","TLSv1.3","91","287","Application Data"
"60176","308.035741","104.18.26.90","163.117.139.71","443","51794","TLSv1.3","81","287","Application Data"
"60177","308.035854","163.117.139.71","104.18.26.90","51794","443","TCP","54","287","51794  >  443 [ACK] Seq=2003 Ack=5029 Win=65280 Len=0"
"60770","318.053123","163.117.139.71","104.18.26.90","51794","443","TCP","54","287","51794  >  443 [FIN, ACK] Seq=2003 Ack=5029 Win=65280 Len=0"
"60771","318.053994","163.117.139.71","104.18.26.90","51813","443","TCP","66","321","51813  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"60776","318.073325","104.18.26.90","163.117.139.71","443","51794","TCP","60","287","443  >  51794 [FIN, ACK] Seq=5029 Ack=2004 Win=131072 Len=0"
"60777","318.073415","104.18.26.90","163.117.139.71","443","51813","TCP","66","321","443  >  51813 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"60778","318.073435","163.117.139.71","104.18.26.90","51794","443","TCP","54","287","51794  >  443 [ACK] Seq=2004 Ack=5030 Win=65280 Len=0"
"60779","318.073588","163.117.139.71","104.18.26.90","51813","443","TCP","54","321","51813  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"60780","318.074543","163.117.139.71","104.18.26.90","51813","443","TLSv1.3","571","321","Client Hello (SNI=api.deepseek.com)"
"60782","318.094291","104.18.26.90","163.117.139.71","443","51813","TCP","60","321","443  >  51813 [ACK] Seq=1 Ack=518 Win=131072 Len=0"
"60783","318.097341","104.18.26.90","163.117.139.71","443","51813","TLSv1.3","1514","321","Server Hello, Change Cipher Spec"
"60784","318.097464","104.18.26.90","163.117.139.71","443","51813","TLSv1.3","1430","321","Application Data"
"60785","318.097494","163.117.139.71","104.18.26.90","51813","443","TCP","54","321","51813  >  443 [ACK] Seq=518 Ack=2837 Win=65280 Len=0"
"60786","318.102384","163.117.139.71","104.18.26.90","51813","443","TLSv1.3","134","321","Change Cipher Spec, Application Data"
"60787","318.102848","163.117.139.71","104.18.26.90","51813","443","TLSv1.3","822","321","Application Data"
"60788","318.102951","163.117.139.71","104.18.26.90","51813","443","TLSv1.3","423","321","Application Data"
"60789","318.122293","104.18.26.90","163.117.139.71","443","51813","TCP","60","321","443  >  51813 [ACK] Seq=2837 Ack=1366 Win=131072 Len=0"
"60792","318.163834","104.18.26.90","163.117.139.71","443","51813","TCP","60","321","443  >  51813 [ACK] Seq=2837 Ack=1735 Win=131072 Len=0"
"60809","318.987139","104.18.26.90","163.117.139.71","443","51813","TLSv1.3","1106","321","Application Data, Application Data"
"60810","319.032437","163.117.139.71","104.18.26.90","51813","443","TCP","54","321","51813  >  443 [ACK] Seq=1735 Ack=3889 Win=64256 Len=0"
"61453","342.572493","104.18.26.90","163.117.139.71","443","51813","TLSv1.3","1330","321","Application Data"
"61454","342.572493","104.18.26.90","163.117.139.71","443","51813","TLSv1.3","81","321","Application Data"
"61455","342.572713","163.117.139.71","104.18.26.90","51813","443","TCP","54","321","51813  >  443 [ACK] Seq=1735 Ack=5192 Win=65280 Len=0"
"61718","352.589964","163.117.139.71","104.18.26.90","51813","443","TCP","54","321","51813  >  443 [FIN, ACK] Seq=1735 Ack=5192 Win=65280 Len=0"
"61719","352.590939","163.117.139.71","104.18.26.90","51831","443","TCP","66","347","51831  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"61720","352.610419","104.18.26.90","163.117.139.71","443","51813","TCP","60","321","443  >  51813 [FIN, ACK] Seq=5192 Ack=1736 Win=131072 Len=0"
"61721","352.610453","104.18.26.90","163.117.139.71","443","51831","TCP","66","347","443  >  51831 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"61722","352.610521","163.117.139.71","104.18.26.90","51813","443","TCP","54","321","51813  >  443 [ACK] Seq=1736 Ack=5193 Win=65280 Len=0"
"61723","352.610586","163.117.139.71","104.18.26.90","51831","443","TCP","54","347","51831  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"61724","352.611444","163.117.139.71","104.18.26.90","51831","443","TLSv1.3","571","347","Client Hello (SNI=api.deepseek.com)"
"61725","352.631131","104.18.26.90","163.117.139.71","443","51831","TCP","60","347","443  >  51831 [ACK] Seq=1 Ack=518 Win=131072 Len=0"
"61726","352.635507","104.18.26.90","163.117.139.71","443","51831","TLSv1.3","1514","347","Server Hello, Change Cipher Spec"
"61727","352.635703","104.18.26.90","163.117.139.71","443","51831","TLSv1.3","1429","347","Application Data"
"61728","352.635751","163.117.139.71","104.18.26.90","51831","443","TCP","54","347","51831  >  443 [ACK] Seq=518 Ack=2836 Win=65280 Len=0"
"61729","352.640702","163.117.139.71","104.18.26.90","51831","443","TLSv1.3","134","347","Change Cipher Spec, Application Data"
"61730","352.641196","163.117.139.71","104.18.26.90","51831","443","TLSv1.3","822","347","Application Data"
"61731","352.641296","163.117.139.71","104.18.26.90","51831","443","TLSv1.3","407","347","Application Data"
"61732","352.660716","104.18.26.90","163.117.139.71","443","51831","TCP","60","347","443  >  51831 [ACK] Seq=2836 Ack=1719 Win=131072 Len=0"
"61740","352.946125","104.18.26.90","163.117.139.71","443","51831","TLSv1.3","1106","347","Application Data, Application Data"
"61742","352.994991","163.117.139.71","104.18.26.90","51831","443","TCP","54","347","51831  >  443 [ACK] Seq=1719 Ack=3888 Win=64256 Len=0"
"62215","371.102013","104.18.26.90","163.117.139.71","443","51831","TLSv1.3","1146","347","Application Data"
"62216","371.102190","104.18.26.90","163.117.139.71","443","51831","TLSv1.3","91","347","Application Data"
"62217","371.102190","104.18.26.90","163.117.139.71","443","51831","TLSv1.3","81","347","Application Data"
"62218","371.102246","163.117.139.71","104.18.26.90","51831","443","TCP","54","347","51831  >  443 [ACK] Seq=1719 Ack=5044 Win=65280 Len=0"
"62470","381.120529","163.117.139.71","104.18.26.90","51831","443","TCP","54","347","51831  >  443 [FIN, ACK] Seq=1719 Ack=5044 Win=65280 Len=0"
"62471","381.121483","163.117.139.71","104.18.26.90","51848","443","TCP","66","363","51848  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"62472","381.141091","104.18.26.90","163.117.139.71","443","51831","TCP","60","347","443  >  51831 [FIN, ACK] Seq=5044 Ack=1720 Win=131072 Len=0"
"62473","381.141115","104.18.26.90","163.117.139.71","443","51848","TCP","66","363","443  >  51848 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"62474","381.141215","163.117.139.71","104.18.26.90","51831","443","TCP","54","347","51831  >  443 [ACK] Seq=1720 Ack=5045 Win=65280 Len=0"
"62475","381.141267","163.117.139.71","104.18.26.90","51848","443","TCP","54","363","51848  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"62476","381.153511","163.117.139.71","104.18.26.90","51848","443","TLSv1.3","571","363","Client Hello (SNI=api.deepseek.com)"
"62477","381.173265","104.18.26.90","163.117.139.71","443","51848","TCP","60","363","443  >  51848 [ACK] Seq=1 Ack=518 Win=131072 Len=0"
"62478","381.177348","104.18.26.90","163.117.139.71","443","51848","TLSv1.3","1514","363","Server Hello, Change Cipher Spec"
"62479","381.177348","104.18.26.90","163.117.139.71","443","51848","TLSv1.3","1429","363","Application Data"
"62480","381.177476","163.117.139.71","104.18.26.90","51848","443","TCP","54","363","51848  >  443 [ACK] Seq=518 Ack=2836 Win=65280 Len=0"
"62481","381.182669","163.117.139.71","104.18.26.90","51848","443","TLSv1.3","134","363","Change Cipher Spec, Application Data"
"62482","381.183169","163.117.139.71","104.18.26.90","51848","443","TLSv1.3","822","363","Application Data"
"62483","381.183289","163.117.139.71","104.18.26.90","51848","443","TLSv1.3","507","363","Application Data"
"62484","381.203457","104.18.26.90","163.117.139.71","443","51848","TCP","60","363","443  >  51848 [ACK] Seq=2836 Ack=1819 Win=131072 Len=0"
"62492","381.476633","104.18.26.90","163.117.139.71","443","51848","TLSv1.3","1106","363","Application Data, Application Data"
"62493","381.535256","163.117.139.71","104.18.26.90","51848","443","TCP","54","363","51848  >  443 [ACK] Seq=1819 Ack=3888 Win=64256 Len=0"
"63579","423.483533","104.18.26.90","163.117.139.71","443","51848","TLSv1.3","1445","363","Application Data"
"63580","423.483533","104.18.26.90","163.117.139.71","443","51848","TLSv1.3","247","363","Application Data"
"63581","423.483728","163.117.139.71","104.18.26.90","51848","443","TCP","54","363","51848  >  443 [ACK] Seq=1819 Ack=5472 Win=65280 Len=0"
"63582","423.483815","104.18.26.90","163.117.139.71","443","51848","TLSv1.3","502","363","Application Data"
"63583","423.483815","104.18.26.90","163.117.139.71","443","51848","TLSv1.3","91","363","Application Data"
"63584","423.483860","163.117.139.71","104.18.26.90","51848","443","TCP","54","363","51848  >  443 [ACK] Seq=1819 Ack=5957 Win=65024 Len=0"
"63585","423.483899","104.18.26.90","163.117.139.71","443","51848","TLSv1.3","81","363","Application Data"
"63588","423.527322","163.117.139.71","104.18.26.90","51848","443","TCP","54","363","51848  >  443 [ACK] Seq=1819 Ack=5984 Win=64768 Len=0"
"63858","433.502875","163.117.139.71","104.18.26.90","51848","443","TCP","54","363","51848  >  443 [FIN, ACK] Seq=1819 Ack=5984 Win=64768 Len=0"
"63859","433.503772","163.117.139.71","104.18.26.90","51874","443","TCP","66","398","51874  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"63861","433.523899","104.18.26.90","163.117.139.71","443","51848","TCP","60","363","443  >  51848 [FIN, ACK] Seq=5984 Ack=1820 Win=131072 Len=0"
"63862","433.523899","104.18.26.90","163.117.139.71","443","51874","TCP","66","398","443  >  51874 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"63863","433.523984","163.117.139.71","104.18.26.90","51848","443","TCP","54","363","51848  >  443 [ACK] Seq=1820 Ack=5985 Win=64768 Len=0"
"63864","433.524091","163.117.139.71","104.18.26.90","51874","443","TCP","54","398","51874  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"63865","433.524821","163.117.139.71","104.18.26.90","51874","443","TLSv1.3","571","398","Client Hello (SNI=api.deepseek.com)"
"63866","433.544612","104.18.26.90","163.117.139.71","443","51874","TCP","60","398","443  >  51874 [ACK] Seq=1 Ack=518 Win=131072 Len=0"
"63867","433.551110","104.18.26.90","163.117.139.71","443","51874","TLSv1.3","1514","398","Server Hello, Change Cipher Spec"
"63868","433.551233","104.18.26.90","163.117.139.71","443","51874","TLSv1.3","1429","398","Application Data"
"63869","433.551271","163.117.139.71","104.18.26.90","51874","443","TCP","54","398","51874  >  443 [ACK] Seq=518 Ack=2836 Win=65280 Len=0"
"63870","433.556114","163.117.139.71","104.18.26.90","51874","443","TLSv1.3","134","398","Change Cipher Spec, Application Data"
"63871","433.556551","163.117.139.71","104.18.26.90","51874","443","TLSv1.3","822","398","Application Data"
"63872","433.556642","163.117.139.71","104.18.26.90","51874","443","TLSv1.3","626","398","Application Data"
"63873","433.576224","104.18.26.90","163.117.139.71","443","51874","TCP","60","398","443  >  51874 [ACK] Seq=2836 Ack=1366 Win=131072 Len=0"
"63876","433.616712","104.18.26.90","163.117.139.71","443","51874","TCP","60","398","443  >  51874 [ACK] Seq=2836 Ack=1938 Win=131072 Len=0"
"63880","433.850791","104.18.26.90","163.117.139.71","443","51874","TLSv1.3","1106","398","Application Data, Application Data"
"63881","433.894674","163.117.139.71","104.18.26.90","51874","443","TCP","54","398","51874  >  443 [ACK] Seq=1938 Ack=3888 Win=64256 Len=0"
"64717","464.367968","104.18.26.90","163.117.139.71","443","51874","TLSv1.3","1445","398","Application Data"
"64718","464.367968","104.18.26.90","163.117.139.71","443","51874","TLSv1.3","214","398","Application Data"
"64719","464.367968","104.18.26.90","163.117.139.71","443","51874","TLSv1.3","81","398","Application Data"
"64720","464.368067","163.117.139.71","104.18.26.90","51874","443","TCP","54","398","51874  >  443 [ACK] Seq=1938 Ack=5466 Win=65280 Len=0"
"64969","474.385905","163.117.139.71","104.18.26.90","51874","443","TCP","54","398","51874  >  443 [FIN, ACK] Seq=1938 Ack=5466 Win=65280 Len=0"
"64970","474.386866","163.117.139.71","104.18.26.90","51895","443","TCP","66","443","51895  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"64972","474.406179","104.18.26.90","163.117.139.71","443","51874","TCP","60","398","443  >  51874 [FIN, ACK] Seq=5466 Ack=1939 Win=131072 Len=0"
"64973","474.406285","163.117.139.71","104.18.26.90","51874","443","TCP","54","398","51874  >  443 [ACK] Seq=1939 Ack=5467 Win=65280 Len=0"
"64974","474.406370","104.18.26.90","163.117.139.71","443","51895","TCP","66","443","443  >  51895 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"64975","474.406445","163.117.139.71","104.18.26.90","51895","443","TCP","54","443","51895  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"64977","474.416858","163.117.139.71","104.18.26.90","51895","443","TLSv1.3","571","443","Client Hello (SNI=api.deepseek.com)"
"64979","474.436411","104.18.26.90","163.117.139.71","443","51895","TCP","60","443","443  >  51895 [ACK] Seq=1 Ack=518 Win=131072 Len=0"
"64980","474.440677","104.18.26.90","163.117.139.71","443","51895","TLSv1.3","1514","443","Server Hello, Change Cipher Spec"
"64981","474.440839","104.18.26.90","163.117.139.71","443","51895","TLSv1.3","1429","443","Application Data"
