"No.","Time","Source","Destination","Source Port","Destination Port","Protocol","Length","Stream index","Info"
"1557","66.126396","127.0.0.1","127.0.0.1","3836","59977","TCP","44","3","3836  >  59977 [ACK] Seq=878 Ack=312 Win=65024 Len=0"
"1558","66.127342","127.0.0.1","127.0.0.1","3836","59977","TCP","44","3","3836  >  59977 [FIN, ACK] Seq=878 Ack=312 Win=65024 Len=0"
"1559","66.127363","127.0.0.1","127.0.0.1","59977","3836","TCP","44","3","59977  >  3836 [ACK] Seq=312 Ack=879 Win=64512 Len=0"
"1791","76.135666","127.0.0.1","127.0.0.1","59985","3836","TCP","56","4","59985  >  3836 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1792","76.136198","127.0.0.1","127.0.0.1","3836","59985","TCP","56","4","3836  >  59985 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"1793","76.136280","127.0.0.1","127.0.0.1","59985","3836","TCP","44","4","59985  >  3836 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1794","76.136450","127.0.0.1","127.0.0.1","59985","3836","HTTP","470","4","GET /respond?query=Josh%20decides%20to%20try%20flipping%20a%20house.%20%20He%20buys%20a%20house%20for%20%2480%2C000%20and%20then%20puts%20in%20%2450%2C000%20in%20repairs.%20%20This%20increased%20the%20value%20of%20the%20house%20by%20150%25.%20%20How%20much%20profit%20did%20he%20make%3F HTTP/1.1 "
"1795","76.136500","127.0.0.1","127.0.0.1","3836","59985","TCP","44","4","3836  >  59985 [ACK] Seq=1 Ack=427 Win=65024 Len=0"
"1887","81.206644","127.0.0.1","127.0.0.1","3836","59985","TCP","211","4","3836  >  59985 [PSH, ACK] Seq=1 Ack=427 Win=65024 Len=167 [TCP PDU reassembled in 1889]"
"1888","81.206687","127.0.0.1","127.0.0.1","59985","3836","TCP","44","4","59985  >  3836 [ACK] Seq=427 Ack=168 Win=65280 Len=0"
"1889","81.206717","127.0.0.1","127.0.0.1","3836","59985","HTTP/JSON","1299","4","HTTP/1.1 200 OK , JSON (application/json)"
"1890","81.206734","127.0.0.1","127.0.0.1","59985","3836","TCP","44","4","59985  >  3836 [ACK] Seq=427 Ack=1423 Win=64000 Len=0"
"1891","81.207273","127.0.0.1","127.0.0.1","59985","3836","TCP","44","4","59985  >  3836 [FIN, ACK] Seq=427 Ack=1423 Win=64000 Len=0"
"1892","81.207322","127.0.0.1","127.0.0.1","3836","59985","TCP","44","4","3836  >  59985 [ACK] Seq=1423 Ack=428 Win=65024 Len=0"
"1893","81.209665","127.0.0.1","127.0.0.1","3836","59985","TCP","44","4","3836  >  59985 [FIN, ACK] Seq=1423 Ack=428 Win=65024 Len=0"
"1894","81.209685","127.0.0.1","127.0.0.1","59985","3836","TCP","44","4","59985  >  3836 [ACK] Seq=428 Ack=1424 Win=64000 Len=0"
"2124","91.217063","127.0.0.1","127.0.0.1","59988","3836","TCP","56","6","59988  >  3836 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"2125","91.217609","127.0.0.1","127.0.0.1","3836","59988","TCP","56","6","3836  >  59988 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"2126","91.217711","127.0.0.1","127.0.0.1","59988","3836","TCP","44","6","59988  >  3836 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"2127","91.217938","127.0.0.1","127.0.0.1","59988","3836","HTTP","378","6","GET /respond?query=James%20decides%20to%20run%203%20sprints%203%20times%20a%20week.%20%20He%20runs%2060%20meters%20each%20sprint.%20%20How%20many%20total%20meters%20does%20he%20run%20a%20week%3F HTTP/1.1 "
"2128","91.217989","127.0.0.1","127.0.0.1","3836","59988","TCP","44","6","3836  >  59988 [ACK] Seq=1 Ack=335 Win=65024 Len=0"
"2231","93.951921","127.0.0.1","127.0.0.1","3836","59988","TCP","210","6","3836  >  59988 [PSH, ACK] Seq=1 Ack=335 Win=65024 Len=166 [TCP PDU reassembled in 2233]"
"2232","93.951946","127.0.0.1","127.0.0.1","59988","3836","TCP","44","6","59988  >  3836 [ACK] Seq=335 Ack=167 Win=65280 Len=0"
"2233","93.951980","127.0.0.1","127.0.0.1","3836","59988","HTTP/JSON","661","6","HTTP/1.1 200 OK , JSON (application/json)"
"2234","93.951988","127.0.0.1","127.0.0.1","59988","3836","TCP","44","6","59988  >  3836 [ACK] Seq=335 Ack=784 Win=64512 Len=0"
"2235","93.952377","127.0.0.1","127.0.0.1","59988","3836","TCP","44","6","59988  >  3836 [FIN, ACK] Seq=335 Ack=784 Win=64512 Len=0"
"2236","93.952397","127.0.0.1","127.0.0.1","3836","59988","TCP","44","6","3836  >  59988 [ACK] Seq=784 Ack=336 Win=65024 Len=0"
"2237","93.953696","127.0.0.1","127.0.0.1","3836","59988","TCP","44","6","3836  >  59988 [FIN, ACK] Seq=784 Ack=336 Win=65024 Len=0"
"2238","93.953716","127.0.0.1","127.0.0.1","59988","3836","TCP","44","6","59988  >  3836 [ACK] Seq=336 Ack=785 Win=64512 Len=0"
"2485","103.962363","127.0.0.1","127.0.0.1","59998","3836","TCP","56","7","59998  >  3836 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"2486","103.962852","127.0.0.1","127.0.0.1","3836","59998","TCP","56","7","3836  >  59998 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"2487","103.962941","127.0.0.1","127.0.0.1","59998","3836","TCP","44","7","59998  >  3836 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"2488","103.963172","127.0.0.1","127.0.0.1","59998","3836","HTTP","866","7","GET /respond?query=Every%20day%2C%20Wendi%20feeds%20each%20of%20her%20chickens%20three%20cups%20of%20mixed%20chicken%20feed%2C%20containing%20seeds%2C%20mealworms%20and%20vegetables%20to%20help%20keep%20them%20healthy.%20%20She%20gives%20the%20chickens%20their%20feed%20in%20three%20separate%20meals.%20In%20the%20morning%2C%20she%20gives%20her%20flock%20of%20chickens%2015%20cups%20of%20feed.%20%20In%20the%20afternoon%2C%20she%20gives%20her%20chickens%20another%2025%20cups%20of%20feed.%20%20How%20many%20cups%20of%20feed%20does%20she%20need%20to%20give%20her%20chickens%20in%20the%20final%20meal%20of%20the%20day%20if%20the%20size%20of%20Wendi%27s%20flock%20is%2020%20chickens%3F HTTP/1.1 "
"2489","103.963235","127.0.0.1","127.0.0.1","3836","59998","TCP","44","7","3836  >  59998 [ACK] Seq=1 Ack=823 Win=64512 Len=0"
"2588","109.000378","127.0.0.1","127.0.0.1","3836","59998","TCP","211","7","3836  >  59998 [PSH, ACK] Seq=1 Ack=823 Win=64512 Len=167 [TCP PDU reassembled in 2590]"
"2589","109.000408","127.0.0.1","127.0.0.1","59998","3836","TCP","44","7","59998  >  3836 [ACK] Seq=823 Ack=168 Win=65280 Len=0"
"2590","109.000431","127.0.0.1","127.0.0.1","3836","59998","HTTP/JSON","1388","7","HTTP/1.1 200 OK , JSON (application/json)"
"2591","109.000446","127.0.0.1","127.0.0.1","59998","3836","TCP","44","7","59998  >  3836 [ACK] Seq=823 Ack=1512 Win=64000 Len=0"
"2592","109.000906","127.0.0.1","127.0.0.1","59998","3836","TCP","44","7","59998  >  3836 [FIN, ACK] Seq=823 Ack=1512 Win=64000 Len=0"
"2593","109.000940","127.0.0.1","127.0.0.1","3836","59998","TCP","44","7","3836  >  59998 [ACK] Seq=1512 Ack=824 Win=64512 Len=0"
"2594","109.002781","127.0.0.1","127.0.0.1","3836","59998","TCP","44","7","3836  >  59998 [FIN, ACK] Seq=1512 Ack=824 Win=64512 Len=0"
"2595","109.002801","127.0.0.1","127.0.0.1","59998","3836","TCP","44","7","59998  >  3836 [ACK] Seq=824 Ack=1513 Win=64000 Len=0"
"2819","119.010163","127.0.0.1","127.0.0.1","60003","3836","TCP","56","8","60003  >  3836 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"2820","119.010706","127.0.0.1","127.0.0.1","3836","60003","TCP","56","8","3836  >  60003 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"2821","119.010791","127.0.0.1","127.0.0.1","60003","3836","TCP","44","8","60003  >  3836 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"2822","119.010997","127.0.0.1","127.0.0.1","60003","3836","HTTP","494","8","GET /respond?query=Kylar%20went%20to%20the%20store%20to%20buy%20glasses%20for%20his%20new%20apartment.%20One%20glass%20costs%20%245%2C%20but%20every%20second%20glass%20costs%20only%2060%25%20of%20the%20price.%20Kylar%20wants%20to%20buy%2016%20glasses.%20How%20much%20does%20he%20need%20to%20pay%20for%20them%3F HTTP/1.1 "
"2823","119.011056","127.0.0.1","127.0.0.1","3836","60003","TCP","44","8","3836  >  60003 [ACK] Seq=1 Ack=451 Win=65024 Len=0"
"2974","123.594453","127.0.0.1","127.0.0.1","3836","60003","TCP","211","8","3836  >  60003 [PSH, ACK] Seq=1 Ack=451 Win=65024 Len=167 [TCP PDU reassembled in 2976]"
"2975","123.594502","127.0.0.1","127.0.0.1","60003","3836","TCP","44","8","60003  >  3836 [ACK] Seq=451 Ack=168 Win=65280 Len=0"
"2976","123.594535","127.0.0.1","127.0.0.1","3836","60003","HTTP/JSON","1150","8","HTTP/1.1 200 OK , JSON (application/json)"
"2977","123.594552","127.0.0.1","127.0.0.1","60003","3836","TCP","44","8","60003  >  3836 [ACK] Seq=451 Ack=1274 Win=64256 Len=0"
"2978","123.595261","127.0.0.1","127.0.0.1","60003","3836","TCP","44","8","60003  >  3836 [FIN, ACK] Seq=451 Ack=1274 Win=64256 Len=0"
"2979","123.595307","127.0.0.1","127.0.0.1","3836","60003","TCP","44","8","3836  >  60003 [ACK] Seq=1274 Ack=452 Win=65024 Len=0"
"2980","123.597126","127.0.0.1","127.0.0.1","3836","60003","TCP","44","8","3836  >  60003 [FIN, ACK] Seq=1274 Ack=452 Win=65024 Len=0"
"2981","123.597148","127.0.0.1","127.0.0.1","60003","3836","TCP","44","8","60003  >  3836 [ACK] Seq=452 Ack=1275 Win=64256 Len=0"
"3205","133.605018","127.0.0.1","127.0.0.1","60007","3836","TCP","56","9","60007  >  3836 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"3206","133.605570","127.0.0.1","127.0.0.1","3836","60007","TCP","56","9","3836  >  60007 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"3207","133.605673","127.0.0.1","127.0.0.1","60007","3836","TCP","44","9","60007  >  3836 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"3208","133.605858","127.0.0.1","127.0.0.1","60007","3836","HTTP","458","9","GET /respond?query=Toulouse%20has%20twice%20as%20many%20sheep%20as%20Charleston.%20Charleston%20has%204%20times%20as%20many%20sheep%20as%20Seattle.%20How%20many%20sheep%20do%20Toulouse%2C%20Charleston%2C%20and%20Seattle%20have%20together%20if%20Seattle%20has%2020%20sheep%3F HTTP/1.1 "
"3209","133.605916","127.0.0.1","127.0.0.1","3836","60007","TCP","44","9","3836  >  60007 [ACK] Seq=1 Ack=415 Win=65024 Len=0"
"3265","136.798473","127.0.0.1","127.0.0.1","3836","60007","TCP","210","9","3836  >  60007 [PSH, ACK] Seq=1 Ack=415 Win=65024 Len=166 [TCP PDU reassembled in 3267]"
"3266","136.798504","127.0.0.1","127.0.0.1","60007","3836","TCP","44","9","60007  >  3836 [ACK] Seq=415 Ack=167 Win=65280 Len=0"
"3267","136.798526","127.0.0.1","127.0.0.1","3836","60007","HTTP/JSON","899","9","HTTP/1.1 200 OK , JSON (application/json)"
"3268","136.798538","127.0.0.1","127.0.0.1","60007","3836","TCP","44","9","60007  >  3836 [ACK] Seq=415 Ack=1022 Win=64512 Len=0"
"3269","136.799037","127.0.0.1","127.0.0.1","60007","3836","TCP","44","9","60007  >  3836 [FIN, ACK] Seq=415 Ack=1022 Win=64512 Len=0"
"3270","136.799068","127.0.0.1","127.0.0.1","3836","60007","TCP","44","9","3836  >  60007 [ACK] Seq=1022 Ack=416 Win=65024 Len=0"
"3271","136.801284","127.0.0.1","127.0.0.1","3836","60007","TCP","44","9","3836  >  60007 [FIN, ACK] Seq=1022 Ack=416 Win=65024 Len=0"
"3272","136.801313","127.0.0.1","127.0.0.1","60007","3836","TCP","44","9","60007  >  3836 [ACK] Seq=416 Ack=1023 Win=64512 Len=0"
"3487","146.808859","127.0.0.1","127.0.0.1","60010","3836","TCP","56","11","60010  >  3836 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"3488","146.809357","127.0.0.1","127.0.0.1","3836","60010","TCP","56","11","3836  >  60010 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"3489","146.809458","127.0.0.1","127.0.0.1","60010","3836","TCP","44","11","60010  >  3836 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"3490","146.809844","127.0.0.1","127.0.0.1","60010","3836","HTTP","600","11","GET /respond?query=Carla%20is%20downloading%20a%20200%20GB%20file.%20Normally%20she%20can%20download%202%20GB/minute%2C%20but%2040%25%20of%20the%20way%20through%20the%20download%2C%20Windows%20forces%20a%20restart%20to%20install%20updates%2C%20which%20takes%2020%20minutes.%20Then%20Carla%20has%20to%20restart%20the%20download%20from%20the%20beginning.%20How%20load%20does%20it%20take%20to%20download%20the%20file%3F HTTP/1.1 "
"3491","146.809914","127.0.0.1","127.0.0.1","3836","60010","TCP","44","11","3836  >  60010 [ACK] Seq=1 Ack=557 Win=64768 Len=0"
"3651","153.013778","127.0.0.1","127.0.0.1","3836","60010","TCP","211","11","3836  >  60010 [PSH, ACK] Seq=1 Ack=557 Win=64768 Len=167 [TCP PDU reassembled in 3653]"
"3652","153.013814","127.0.0.1","127.0.0.1","60010","3836","TCP","44","11","60010  >  3836 [ACK] Seq=557 Ack=168 Win=65280 Len=0"
"3653","153.013843","127.0.0.1","127.0.0.1","3836","60010","HTTP/JSON","1606","11","HTTP/1.1 200 OK , JSON (application/json)"
"3654","153.013856","127.0.0.1","127.0.0.1","60010","3836","TCP","44","11","60010  >  3836 [ACK] Seq=557 Ack=1730 Win=63744 Len=0"
"3655","153.014311","127.0.0.1","127.0.0.1","60010","3836","TCP","44","11","60010  >  3836 [FIN, ACK] Seq=557 Ack=1730 Win=63744 Len=0"
"3656","153.014344","127.0.0.1","127.0.0.1","3836","60010","TCP","44","11","3836  >  60010 [ACK] Seq=1730 Ack=558 Win=64768 Len=0"
"3657","153.016064","127.0.0.1","127.0.0.1","3836","60010","TCP","44","11","3836  >  60010 [FIN, ACK] Seq=1730 Ack=558 Win=64768 Len=0"
"3658","153.016087","127.0.0.1","127.0.0.1","60010","3836","TCP","44","11","60010  >  3836 [ACK] Seq=558 Ack=1731 Win=63744 Len=0"
"3885","163.025146","127.0.0.1","127.0.0.1","60017","3836","TCP","56","12","60017  >  3836 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"3886","163.025695","127.0.0.1","127.0.0.1","3836","60017","TCP","56","12","3836  >  60017 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"3887","163.025826","127.0.0.1","127.0.0.1","60017","3836","TCP","44","12","60017  >  3836 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"3888","163.026051","127.0.0.1","127.0.0.1","60017","3836","HTTP","781","12","GET /respond?query=John%20drives%20for%203%20hours%20at%20a%20speed%20of%2060%20mph%20and%20then%20turns%20around%20because%20he%20realizes%20he%20forgot%20something%20very%20important%20at%20home.%20%20He%20tries%20to%20get%20home%20in%204%20hours%20but%20spends%20the%20first%202%20hours%20in%20standstill%20traffic.%20%20He%20spends%20the%20next%20half-hour%20driving%20at%20a%20speed%20of%2030mph%2C%20before%20being%20able%20to%20drive%20the%20remaining%20time%20of%20the%204%20hours%20going%20at%2080%20mph.%20%20How%20far%20is%20he%20from%20home%20at%20the%20end%20of%20those%204%20hours%3F HTTP/1.1 "
"3889","163.026143","127.0.0.1","127.0.0.1","3836","60017","TCP","44","12","3836  >  60017 [ACK] Seq=1 Ack=738 Win=64768 Len=0"
"4052","171.430955","127.0.0.1","127.0.0.1","3836","60017","TCP","211","12","3836  >  60017 [PSH, ACK] Seq=1 Ack=738 Win=64768 Len=167 [TCP PDU reassembled in 4054]"
"4053","171.430982","127.0.0.1","127.0.0.1","60017","3836","TCP","44","12","60017  >  3836 [ACK] Seq=738 Ack=168 Win=65280 Len=0"
"4054","171.431004","127.0.0.1","127.0.0.1","3836","60017","HTTP/JSON","2130","12","HTTP/1.1 200 OK , JSON (application/json)"
"4055","171.431033","127.0.0.1","127.0.0.1","60017","3836","TCP","44","12","60017  >  3836 [ACK] Seq=738 Ack=2254 Win=63232 Len=0"
"4056","171.431331","127.0.0.1","127.0.0.1","60017","3836","TCP","44","12","60017  >  3836 [FIN, ACK] Seq=738 Ack=2254 Win=63232 Len=0"
"4057","171.431352","127.0.0.1","127.0.0.1","3836","60017","TCP","44","12","3836  >  60017 [ACK] Seq=2254 Ack=739 Win=64768 Len=0"
"4058","171.432635","127.0.0.1","127.0.0.1","3836","60017","TCP","44","12","3836  >  60017 [FIN, ACK] Seq=2254 Ack=739 Win=64768 Len=0"
"4059","171.432658","127.0.0.1","127.0.0.1","60017","3836","TCP","44","12","60017  >  3836 [ACK] Seq=739 Ack=2255 Win=63232 Len=0"
"4290","181.436463","127.0.0.1","127.0.0.1","60032","3836","TCP","56","13","60032  >  3836 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"4291","181.436967","127.0.0.1","127.0.0.1","3836","60032","TCP","56","13","3836  >  60032 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"4292","181.437072","127.0.0.1","127.0.0.1","60032","3836","TCP","44","13","60032  >  3836 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"4293","181.437255","127.0.0.1","127.0.0.1","60032","3836","HTTP","522","13","GET /respond?query=Eliza%27s%20rate%20per%20hour%20for%20the%20first%2040%20hours%20she%20works%20each%20week%20is%20%2410.%20She%20also%20receives%20an%20overtime%20pay%20of%201.2%20times%20her%20regular%20hourly%20rate.%20If%20Eliza%20worked%20for%2045%20hours%20this%20week%2C%20how%20much%20are%20her%20earnings%20for%20this%20week%3F HTTP/1.1 "
"4294","181.437322","127.0.0.1","127.0.0.1","3836","60032","TCP","44","13","3836  >  60032 [ACK] Seq=1 Ack=479 Win=65024 Len=0"
"4438","185.982143","127.0.0.1","127.0.0.1","3836","60032","TCP","211","13","3836  >  60032 [PSH, ACK] Seq=1 Ack=479 Win=65024 Len=167 [TCP PDU reassembled in 4440]"
"4439","185.982196","127.0.0.1","127.0.0.1","60032","3836","TCP","44","13","60032  >  3836 [ACK] Seq=479 Ack=168 Win=65280 Len=0"
"4440","185.982237","127.0.0.1","127.0.0.1","3836","60032","HTTP/JSON","1157","13","HTTP/1.1 200 OK , JSON (application/json)"
"4441","185.982259","127.0.0.1","127.0.0.1","60032","3836","TCP","44","13","60032  >  3836 [ACK] Seq=479 Ack=1281 Win=64000 Len=0"
"4442","185.982790","127.0.0.1","127.0.0.1","60032","3836","TCP","44","13","60032  >  3836 [FIN, ACK] Seq=479 Ack=1281 Win=64000 Len=0"
"4443","185.982833","127.0.0.1","127.0.0.1","3836","60032","TCP","44","13","3836  >  60032 [ACK] Seq=1281 Ack=480 Win=65024 Len=0"
"4444","185.984804","127.0.0.1","127.0.0.1","3836","60032","TCP","44","13","3836  >  60032 [FIN, ACK] Seq=1281 Ack=480 Win=65024 Len=0"
"4445","185.984822","127.0.0.1","127.0.0.1","60032","3836","TCP","44","13","60032  >  3836 [ACK] Seq=480 Ack=1282 Win=64000 Len=0"
"4674","195.992697","127.0.0.1","127.0.0.1","60035","3836","TCP","56","14","60035  >  3836 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"4675","195.993240","127.0.0.1","127.0.0.1","3836","60035","TCP","56","14","3836  >  60035 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"4676","195.993342","127.0.0.1","127.0.0.1","60035","3836","TCP","44","14","60035  >  3836 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"4677","195.993558","127.0.0.1","127.0.0.1","60035","3836","HTTP","577","14","GET /respond?query=A%20new%20program%20had%2060%20downloads%20in%20the%20first%20month.%20The%20number%20of%20downloads%20in%20the%20second%20month%20was%20three%20times%20as%20many%20as%20the%20downloads%20in%20the%20first%20month%2C%20but%20then%20reduced%20by%2030%25%20in%20the%20third%20month.%20How%20many%20downloads%20did%20the%20program%20have%20total%20over%20the%20three%20months%3F HTTP/1.1 "
"4678","195.993624","127.0.0.1","127.0.0.1","3836","60035","TCP","44","14","3836  >  60035 [ACK] Seq=1 Ack=534 Win=64768 Len=0"
"4772","200.500234","127.0.0.1","127.0.0.1","3836","60035","TCP","211","14","3836  >  60035 [PSH, ACK] Seq=1 Ack=534 Win=64768 Len=167 [TCP PDU reassembled in 4774]"
"4773","200.500255","127.0.0.1","127.0.0.1","60035","3836","TCP","44","14","60035  >  3836 [ACK] Seq=534 Ack=168 Win=65280 Len=0"
"4774","200.500267","127.0.0.1","127.0.0.1","3836","60035","HTTP/JSON","1391","14","HTTP/1.1 200 OK , JSON (application/json)"
"4775","200.500272","127.0.0.1","127.0.0.1","60035","3836","TCP","44","14","60035  >  3836 [ACK] Seq=534 Ack=1515 Win=64000 Len=0"
"4776","200.500605","127.0.0.1","127.0.0.1","60035","3836","TCP","44","14","60035  >  3836 [FIN, ACK] Seq=534 Ack=1515 Win=64000 Len=0"
"4777","200.500623","127.0.0.1","127.0.0.1","3836","60035","TCP","44","14","3836  >  60035 [ACK] Seq=1515 Ack=535 Win=64768 Len=0"
"4778","200.502200","127.0.0.1","127.0.0.1","3836","60035","TCP","44","14","3836  >  60035 [FIN, ACK] Seq=1515 Ack=535 Win=64768 Len=0"
"4779","200.502218","127.0.0.1","127.0.0.1","60035","3836","TCP","44","14","60035  >  3836 [ACK] Seq=535 Ack=1516 Win=64000 Len=0"
"5009","210.510183","127.0.0.1","127.0.0.1","60039","3836","TCP","56","16","60039  >  3836 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"5010","210.510418","127.0.0.1","127.0.0.1","3836","60039","TCP","56","16","3836  >  60039 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"5011","210.510460","127.0.0.1","127.0.0.1","60039","3836","TCP","44","16","60039  >  3836 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5012","210.510557","127.0.0.1","127.0.0.1","60039","3836","HTTP","542","16","GET /respond?query=Toula%20went%20to%20the%20bakery%20and%20bought%20various%20types%20of%20pastries.%20She%20bought%203%20dozen%20donuts%20which%20cost%20%2468%20per%20dozen%2C%202%20dozen%20mini%20cupcakes%20which%20cost%20%2480%20per%20dozen%2C%20and%206%20dozen%20mini%20cheesecakes%20for%20%2455%20per%20dozen.%20How%20much%20was%20the%20total%20cost%3F HTTP/1.1 "
